CardNumber,Transaction_ID,Transaction_Amount,Transaction_Frequency,Time_of_Day,IP_Risk_Score,Device_Risk_Score,Account_Age_Days,Declined_Transactions,High_Risk_Country,Multiple_Logins_Different_IPs,Velocity_Transactions_24h,Unusual_Spending_Pattern,FraudIndicator,Fraud_Summary,text_for_embedding
4000458893511908,T100796,86804,8,00:30,0.18,0.83,663,1,0,1,5,1,Fraud,Transaction of ₹86804 from card 4000458893511908 at 00:30  with unusual spending and multiple logins detected. Marked as Fraud.,4000458893511908 | T100796 | 86804 | 8 | 00:30 | 0.18 | 0.83 | 663 | 1 | 0 | 1 | 5 | 1
4000773945892375,T100797,46640,19,23:50,0.87,0.81,627,1,0,0,6,1,Fraud,Transaction of ₹46640 from card 4000773945892375 at 23:50  with unusual spending . Marked as Fraud.,4000773945892375 | T100797 | 46640 | 19 | 23:50 | 0.87 | 0.81 | 627 | 1 | 0 | 0 | 6 | 1
4000809620368716,T100798,20484,12,00:30,0.28,0.61,64,0,0,0,14,0,Not Fraud,Transaction of ₹20484 from card 4000809620368716 at 00:30   . Marked as Not Fraud.,4000809620368716 | T100798 | 20484 | 12 | 00:30 | 0.28 | 0.61 | 64 | 0 | 0 | 0 | 14 | 0
4000796056217061,T100799,18117,18,02:15,0.95,0.37,1367,1,0,0,1,0,Fraud,Transaction of ₹18117 from card 4000796056217061 at 02:15   . Marked as Fraud.,4000796056217061 | T100799 | 18117 | 18 | 02:15 | 0.95 | 0.37 | 1367 | 1 | 0 | 0 | 1 | 0
4000610344572728,T100800,75980,6,23:50,0.58,0.26,939,0,0,0,14,0,Fraud,Transaction of ₹75980 from card 4000610344572728 at 23:50   . Marked as Fraud.,4000610344572728 | T100800 | 75980 | 6 | 23:50 | 0.58 | 0.26 | 939 | 0 | 0 | 0 | 14 | 0
4000872704936140,T100801,8802,18,12:30,0.44,0.11,1899,2,0,0,14,0,Not Fraud,Transaction of ₹8802 from card 4000872704936140 at 12:30   . Marked as Not Fraud.,4000872704936140 | T100801 | 8802 | 18 | 12:30 | 0.44 | 0.11 | 1899 | 2 | 0 | 0 | 14 | 0
4000814262468039,T100802,484,19,00:30,0.58,0.35,919,2,0,0,9,0,Not Fraud,Transaction of ₹484 from card 4000814262468039 at 00:30   . Marked as Not Fraud.,4000814262468039 | T100802 | 484 | 19 | 00:30 | 0.58 | 0.35 | 919 | 2 | 0 | 0 | 9 | 0
4000226307668955,T100803,504,5,08:45,0.52,0.41,1376,2,1,0,14,0,Fraud,Transaction of ₹504 from card 4000226307668955 at 08:45 from high-risk country  . Marked as Fraud.,4000226307668955 | T100803 | 504 | 5 | 08:45 | 0.52 | 0.41 | 1376 | 2 | 1 | 0 | 14 | 0
4000147844977968,T100804,41043,9,12:30,0.76,0.68,1182,1,0,0,3,0,Not Fraud,Transaction of ₹41043 from card 4000147844977968 at 12:30   . Marked as Not Fraud.,4000147844977968 | T100804 | 41043 | 9 | 12:30 | 0.76 | 0.68 | 1182 | 1 | 0 | 0 | 3 | 0
4000142718868029,T100805,48026,3,08:45,0.28,0.66,1613,1,0,1,10,1,Fraud,Transaction of ₹48026 from card 4000142718868029 at 08:45  with unusual spending and multiple logins detected. Marked as Fraud.,4000142718868029 | T100805 | 48026 | 3 | 08:45 | 0.28 | 0.66 | 1613 | 1 | 0 | 1 | 10 | 1
4000226669858209,T100806,29289,10,23:50,0.35,0.07,491,0,0,0,13,0,Not Fraud,Transaction of ₹29289 from card 4000226669858209 at 23:50   . Marked as Not Fraud.,4000226669858209 | T100806 | 29289 | 10 | 23:50 | 0.35 | 0.07 | 491 | 0 | 0 | 0 | 13 | 0
4000358115474225,T100807,12863,19,08:45,0.89,0.4,1682,3,0,0,3,1,Fraud,Transaction of ₹12863 from card 4000358115474225 at 08:45  with unusual spending . Marked as Fraud.,4000358115474225 | T100807 | 12863 | 19 | 08:45 | 0.89 | 0.4 | 1682 | 3 | 0 | 0 | 3 | 1
4000692221269274,T100808,18484,3,00:30,0.95,0.18,1879,0,0,0,11,1,Fraud,Transaction of ₹18484 from card 4000692221269274 at 00:30  with unusual spending . Marked as Fraud.,4000692221269274 | T100808 | 18484 | 3 | 00:30 | 0.95 | 0.18 | 1879 | 0 | 0 | 0 | 11 | 1
4000525784434958,T100809,60200,15,12:30,0.89,0.16,1487,2,0,0,2,0,Fraud,Transaction of ₹60200 from card 4000525784434958 at 12:30   . Marked as Fraud.,4000525784434958 | T100809 | 60200 | 15 | 12:30 | 0.89 | 0.16 | 1487 | 2 | 0 | 0 | 2 | 0
4000505675310918,T100810,98242,1,20:15,0.42,0.83,1249,0,0,0,8,0,Fraud,Transaction of ₹98242 from card 4000505675310918 at 20:15   . Marked as Fraud.,4000505675310918 | T100810 | 98242 | 1 | 20:15 | 0.42 | 0.83 | 1249 | 0 | 0 | 0 | 8 | 0
4000867695941207,T100811,9960,7,16:00,0.78,0.04,1941,3,0,0,13,0,Not Fraud,Transaction of ₹9960 from card 4000867695941207 at 16:00   . Marked as Not Fraud.,4000867695941207 | T100811 | 9960 | 7 | 16:00 | 0.78 | 0.04 | 1941 | 3 | 0 | 0 | 13 | 0
4000696768414616,T100812,80742,12,00:30,0.48,0.42,313,1,0,0,3,0,Fraud,Transaction of ₹80742 from card 4000696768414616 at 00:30   . Marked as Fraud.,4000696768414616 | T100812 | 80742 | 12 | 00:30 | 0.48 | 0.42 | 313 | 1 | 0 | 0 | 3 | 0
4000746045230097,T100813,50712,17,00:30,0.5,0.17,615,0,1,0,6,0,Fraud,Transaction of ₹50712 from card 4000746045230097 at 00:30 from high-risk country  . Marked as Fraud.,4000746045230097 | T100813 | 50712 | 17 | 00:30 | 0.5 | 0.17 | 615 | 0 | 1 | 0 | 6 | 0
4000902051938183,T100814,23674,5,20:15,0.2,0.88,919,2,0,0,2,0,Fraud,Transaction of ₹23674 from card 4000902051938183 at 20:15   . Marked as Fraud.,4000902051938183 | T100814 | 23674 | 5 | 20:15 | 0.2 | 0.88 | 919 | 2 | 0 | 0 | 2 | 0
4000819041453913,T100815,23624,4,12:30,0.59,0.56,1883,2,0,0,7,0,Not Fraud,Transaction of ₹23624 from card 4000819041453913 at 12:30   . Marked as Not Fraud.,4000819041453913 | T100815 | 23624 | 4 | 12:30 | 0.59 | 0.56 | 1883 | 2 | 0 | 0 | 7 | 0
4000776411594991,T100816,69272,12,12:30,0.19,0.23,813,1,0,0,13,1,Fraud,Transaction of ₹69272 from card 4000776411594991 at 12:30  with unusual spending . Marked as Fraud.,4000776411594991 | T100816 | 69272 | 12 | 12:30 | 0.19 | 0.23 | 813 | 1 | 0 | 0 | 13 | 1
4000409029431863,T100817,11016,18,23:50,0.33,0.5,940,0,0,0,4,0,Not Fraud,Transaction of ₹11016 from card 4000409029431863 at 23:50   . Marked as Not Fraud.,4000409029431863 | T100817 | 11016 | 18 | 23:50 | 0.33 | 0.5 | 940 | 0 | 0 | 0 | 4 | 0
4000856054759475,T100818,4909,17,08:45,0.86,0.73,1490,3,0,1,9,1,Fraud,Transaction of ₹4909 from card 4000856054759475 at 08:45  with unusual spending and multiple logins detected. Marked as Fraud.,4000856054759475 | T100818 | 4909 | 17 | 08:45 | 0.86 | 0.73 | 1490 | 3 | 0 | 1 | 9 | 1
4000337814615356,T100819,32301,19,23:50,0.21,0.96,1112,1,0,1,14,0,Fraud,Transaction of ₹32301 from card 4000337814615356 at 23:50   and multiple logins detected. Marked as Fraud.,4000337814615356 | T100819 | 32301 | 19 | 23:50 | 0.21 | 0.96 | 1112 | 1 | 0 | 1 | 14 | 0
4000587235620303,T100820,53430,9,20:15,0.07,0.22,1907,0,0,0,10,1,Fraud,Transaction of ₹53430 from card 4000587235620303 at 20:15  with unusual spending . Marked as Fraud.,4000587235620303 | T100820 | 53430 | 9 | 20:15 | 0.07 | 0.22 | 1907 | 0 | 0 | 0 | 10 | 1
4000361780641120,T100821,13556,4,23:50,0.07,0.89,1327,4,0,0,9,0,Fraud,Transaction of ₹13556 from card 4000361780641120 at 23:50   . Marked as Fraud.,4000361780641120 | T100821 | 13556 | 4 | 23:50 | 0.07 | 0.89 | 1327 | 4 | 0 | 0 | 9 | 0
4000498811121833,T100822,56497,2,20:15,0.94,0.93,680,2,1,0,7,0,Fraud,Transaction of ₹56497 from card 4000498811121833 at 20:15 from high-risk country  . Marked as Fraud.,4000498811121833 | T100822 | 56497 | 2 | 20:15 | 0.94 | 0.93 | 680 | 2 | 1 | 0 | 7 | 0
4000506671900140,T100823,38865,4,12:30,0.51,0.92,435,3,0,0,12,1,Fraud,Transaction of ₹38865 from card 4000506671900140 at 12:30  with unusual spending . Marked as Fraud.,4000506671900140 | T100823 | 38865 | 4 | 12:30 | 0.51 | 0.92 | 435 | 3 | 0 | 0 | 12 | 1
4000812869405517,T100824,34916,2,08:45,0.41,0.64,682,3,0,1,8,0,Fraud,Transaction of ₹34916 from card 4000812869405517 at 08:45   and multiple logins detected. Marked as Fraud.,4000812869405517 | T100824 | 34916 | 2 | 08:45 | 0.41 | 0.64 | 682 | 3 | 0 | 1 | 8 | 0
4000165965001880,T100825,45206,15,23:50,0.81,0.63,1159,3,1,0,3,0,Fraud,Transaction of ₹45206 from card 4000165965001880 at 23:50 from high-risk country  . Marked as Fraud.,4000165965001880 | T100825 | 45206 | 15 | 23:50 | 0.81 | 0.63 | 1159 | 3 | 1 | 0 | 3 | 0
4000402357707469,T100826,54032,2,00:30,0.84,0.4,1074,2,0,0,11,0,Fraud,Transaction of ₹54032 from card 4000402357707469 at 00:30   . Marked as Fraud.,4000402357707469 | T100826 | 54032 | 2 | 00:30 | 0.84 | 0.4 | 1074 | 2 | 0 | 0 | 11 | 0
4000200737244056,T100827,17200,4,02:15,0.33,0.75,1456,0,0,0,5,0,Not Fraud,Transaction of ₹17200 from card 4000200737244056 at 02:15   . Marked as Not Fraud.,4000200737244056 | T100827 | 17200 | 4 | 02:15 | 0.33 | 0.75 | 1456 | 0 | 0 | 0 | 5 | 0
4000334774804042,T100828,57191,6,16:00,0.69,0.53,340,1,0,0,2,0,Fraud,Transaction of ₹57191 from card 4000334774804042 at 16:00   . Marked as Fraud.,4000334774804042 | T100828 | 57191 | 6 | 16:00 | 0.69 | 0.53 | 340 | 1 | 0 | 0 | 2 | 0
4000802835768946,T100829,22049,7,00:30,0.77,0.68,347,0,0,0,10,0,Not Fraud,Transaction of ₹22049 from card 4000802835768946 at 00:30   . Marked as Not Fraud.,4000802835768946 | T100829 | 22049 | 7 | 00:30 | 0.77 | 0.68 | 347 | 0 | 0 | 0 | 10 | 0
4000151631337129,T100830,70180,10,12:30,0.65,0.43,646,1,0,0,7,0,Fraud,Transaction of ₹70180 from card 4000151631337129 at 12:30   . Marked as Fraud.,4000151631337129 | T100830 | 70180 | 10 | 12:30 | 0.65 | 0.43 | 646 | 1 | 0 | 0 | 7 | 0
4000468451477211,T100831,37844,19,16:00,0.15,0.73,1371,3,0,0,13,0,Not Fraud,Transaction of ₹37844 from card 4000468451477211 at 16:00   . Marked as Not Fraud.,4000468451477211 | T100831 | 37844 | 19 | 16:00 | 0.15 | 0.73 | 1371 | 3 | 0 | 0 | 13 | 0
4000963829265445,T100832,45643,19,02:15,0.88,0.82,649,0,0,0,8,1,Fraud,Transaction of ₹45643 from card 4000963829265445 at 02:15  with unusual spending . Marked as Fraud.,4000963829265445 | T100832 | 45643 | 19 | 02:15 | 0.88 | 0.82 | 649 | 0 | 0 | 0 | 8 | 1
4000325763143343,T100833,92293,12,02:15,0.54,0.15,245,3,0,0,9,0,Fraud,Transaction of ₹92293 from card 4000325763143343 at 02:15   . Marked as Fraud.,4000325763143343 | T100833 | 92293 | 12 | 02:15 | 0.54 | 0.15 | 245 | 3 | 0 | 0 | 9 | 0
4000708876714629,T100834,36287,3,08:45,0.28,0.83,109,4,0,0,11,0,Fraud,Transaction of ₹36287 from card 4000708876714629 at 08:45   . Marked as Fraud.,4000708876714629 | T100834 | 36287 | 3 | 08:45 | 0.28 | 0.83 | 109 | 4 | 0 | 0 | 11 | 0
4000745134828528,T100835,7339,13,16:00,0.43,0.54,1849,3,0,0,11,0,Not Fraud,Transaction of ₹7339 from card 4000745134828528 at 16:00   . Marked as Not Fraud.,4000745134828528 | T100835 | 7339 | 13 | 16:00 | 0.43 | 0.54 | 1849 | 3 | 0 | 0 | 11 | 0
4000994280701567,T100836,14589,18,08:45,0.04,0.84,1823,3,0,0,7,0,Fraud,Transaction of ₹14589 from card 4000994280701567 at 08:45   . Marked as Fraud.,4000994280701567 | T100836 | 14589 | 18 | 08:45 | 0.04 | 0.84 | 1823 | 3 | 0 | 0 | 7 | 0
4000357138383897,T100837,58117,8,00:30,0.13,0.43,533,1,0,0,10,0,Fraud,Transaction of ₹58117 from card 4000357138383897 at 00:30   . Marked as Fraud.,4000357138383897 | T100837 | 58117 | 8 | 00:30 | 0.13 | 0.43 | 533 | 1 | 0 | 0 | 10 | 0
4000951814677126,T100838,61977,15,20:15,0.77,0.38,1114,4,0,1,10,0,Fraud,Transaction of ₹61977 from card 4000951814677126 at 20:15   and multiple logins detected. Marked as Fraud.,4000951814677126 | T100838 | 61977 | 15 | 20:15 | 0.77 | 0.38 | 1114 | 4 | 0 | 1 | 10 | 0
4000963922166853,T100839,43225,1,20:15,0.0,0.92,296,3,0,1,13,0,Fraud,Transaction of ₹43225 from card 4000963922166853 at 20:15   and multiple logins detected. Marked as Fraud.,4000963922166853 | T100839 | 43225 | 1 | 20:15 | 0.0 | 0.92 | 296 | 3 | 0 | 1 | 13 | 0
4000756702780329,T100840,50022,3,20:15,0.42,0.25,112,3,0,1,8,0,Fraud,Transaction of ₹50022 from card 4000756702780329 at 20:15   and multiple logins detected. Marked as Fraud.,4000756702780329 | T100840 | 50022 | 3 | 20:15 | 0.42 | 0.25 | 112 | 3 | 0 | 1 | 8 | 0
4000400659889315,T100841,94174,8,16:00,0.52,0.84,1837,4,0,0,12,0,Fraud,Transaction of ₹94174 from card 4000400659889315 at 16:00   . Marked as Fraud.,4000400659889315 | T100841 | 94174 | 8 | 16:00 | 0.52 | 0.84 | 1837 | 4 | 0 | 0 | 12 | 0
4000693263798805,T100842,32149,4,20:15,0.05,0.48,1613,4,0,0,9,1,Fraud,Transaction of ₹32149 from card 4000693263798805 at 20:15  with unusual spending . Marked as Fraud.,4000693263798805 | T100842 | 32149 | 4 | 20:15 | 0.05 | 0.48 | 1613 | 4 | 0 | 0 | 9 | 1
4000977249879964,T100843,37231,16,00:30,0.97,0.51,1201,0,0,0,6,0,Fraud,Transaction of ₹37231 from card 4000977249879964 at 00:30   . Marked as Fraud.,4000977249879964 | T100843 | 37231 | 16 | 00:30 | 0.97 | 0.51 | 1201 | 0 | 0 | 0 | 6 | 0
4000221008543719,T100844,43044,10,08:45,0.23,0.31,343,1,0,1,12,0,Fraud,Transaction of ₹43044 from card 4000221008543719 at 08:45   and multiple logins detected. Marked as Fraud.,4000221008543719 | T100844 | 43044 | 10 | 08:45 | 0.23 | 0.31 | 343 | 1 | 0 | 1 | 12 | 0
4000241844645681,T100845,74063,12,16:00,0.3,0.57,1684,4,0,1,12,1,Fraud,Transaction of ₹74063 from card 4000241844645681 at 16:00  with unusual spending and multiple logins detected. Marked as Fraud.,4000241844645681 | T100845 | 74063 | 12 | 16:00 | 0.3 | 0.57 | 1684 | 4 | 0 | 1 | 12 | 1
4000490905848547,T100846,24385,14,08:45,0.3,0.33,101,4,0,1,10,0,Fraud,Transaction of ₹24385 from card 4000490905848547 at 08:45   and multiple logins detected. Marked as Fraud.,4000490905848547 | T100846 | 24385 | 14 | 08:45 | 0.3 | 0.33 | 101 | 4 | 0 | 1 | 10 | 0
4000966681384799,T100847,37726,14,16:00,0.23,0.04,1782,2,1,0,2,1,Fraud,Transaction of ₹37726 from card 4000966681384799 at 16:00 from high-risk country with unusual spending . Marked as Fraud.,4000966681384799 | T100847 | 37726 | 14 | 16:00 | 0.23 | 0.04 | 1782 | 2 | 1 | 0 | 2 | 1
4000745267002855,T100848,42908,2,08:45,0.0,0.27,629,4,0,1,2,0,Fraud,Transaction of ₹42908 from card 4000745267002855 at 08:45   and multiple logins detected. Marked as Fraud.,4000745267002855 | T100848 | 42908 | 2 | 08:45 | 0.0 | 0.27 | 629 | 4 | 0 | 1 | 2 | 0
4000118570457049,T100849,88564,5,02:15,0.73,0.01,1628,1,0,0,4,1,Fraud,Transaction of ₹88564 from card 4000118570457049 at 02:15  with unusual spending . Marked as Fraud.,4000118570457049 | T100849 | 88564 | 5 | 02:15 | 0.73 | 0.01 | 1628 | 1 | 0 | 0 | 4 | 1
4000388511190574,T100850,53971,5,08:45,0.97,0.98,1425,3,0,0,9,0,Fraud,Transaction of ₹53971 from card 4000388511190574 at 08:45   . Marked as Fraud.,4000388511190574 | T100850 | 53971 | 5 | 08:45 | 0.97 | 0.98 | 1425 | 3 | 0 | 0 | 9 | 0
4000237664005555,T100851,19298,6,20:15,0.22,0.97,28,3,1,0,7,0,Fraud,Transaction of ₹19298 from card 4000237664005555 at 20:15 from high-risk country  . Marked as Fraud.,4000237664005555 | T100851 | 19298 | 6 | 20:15 | 0.22 | 0.97 | 28 | 3 | 1 | 0 | 7 | 0
4000562747155483,T100852,19858,13,02:15,0.66,0.4,937,3,0,0,2,0,Not Fraud,Transaction of ₹19858 from card 4000562747155483 at 02:15   . Marked as Not Fraud.,4000562747155483 | T100852 | 19858 | 13 | 02:15 | 0.66 | 0.4 | 937 | 3 | 0 | 0 | 2 | 0
4000226813571724,T100853,15354,9,08:45,0.74,0.73,1986,3,0,0,8,0,Not Fraud,Transaction of ₹15354 from card 4000226813571724 at 08:45   . Marked as Not Fraud.,4000226813571724 | T100853 | 15354 | 9 | 08:45 | 0.74 | 0.73 | 1986 | 3 | 0 | 0 | 8 | 0
4000171922084729,T100854,44338,15,16:00,0.85,0.35,1561,2,0,0,11,1,Fraud,Transaction of ₹44338 from card 4000171922084729 at 16:00  with unusual spending . Marked as Fraud.,4000171922084729 | T100854 | 44338 | 15 | 16:00 | 0.85 | 0.35 | 1561 | 2 | 0 | 0 | 11 | 1
4000591671732584,T100855,1352,14,16:00,0.42,0.67,58,4,0,0,7,0,Not Fraud,Transaction of ₹1352 from card 4000591671732584 at 16:00   . Marked as Not Fraud.,4000591671732584 | T100855 | 1352 | 14 | 16:00 | 0.42 | 0.67 | 58 | 4 | 0 | 0 | 7 | 0
4000498478548963,T100856,39864,7,16:00,0.3,0.81,1522,3,0,0,9,0,Fraud,Transaction of ₹39864 from card 4000498478548963 at 16:00   . Marked as Fraud.,4000498478548963 | T100856 | 39864 | 7 | 16:00 | 0.3 | 0.81 | 1522 | 3 | 0 | 0 | 9 | 0
4000750744401927,T100857,77809,2,12:30,0.33,0.95,297,0,0,1,8,0,Fraud,Transaction of ₹77809 from card 4000750744401927 at 12:30   and multiple logins detected. Marked as Fraud.,4000750744401927 | T100857 | 77809 | 2 | 12:30 | 0.33 | 0.95 | 297 | 0 | 0 | 1 | 8 | 0
4000594389622444,T100858,37541,7,00:30,0.71,0.4,134,3,0,0,3,0,Not Fraud,Transaction of ₹37541 from card 4000594389622444 at 00:30   . Marked as Not Fraud.,4000594389622444 | T100858 | 37541 | 7 | 00:30 | 0.71 | 0.4 | 134 | 3 | 0 | 0 | 3 | 0
4000342682139286,T100859,92334,6,16:00,0.82,0.78,1355,4,0,0,1,0,Fraud,Transaction of ₹92334 from card 4000342682139286 at 16:00   . Marked as Fraud.,4000342682139286 | T100859 | 92334 | 6 | 16:00 | 0.82 | 0.78 | 1355 | 4 | 0 | 0 | 1 | 0
4000778370394729,T100860,53782,17,02:15,0.18,0.27,249,3,1,0,2,0,Fraud,Transaction of ₹53782 from card 4000778370394729 at 02:15 from high-risk country  . Marked as Fraud.,4000778370394729 | T100860 | 53782 | 17 | 02:15 | 0.18 | 0.27 | 249 | 3 | 1 | 0 | 2 | 0
4000899050168462,T100861,59594,2,16:00,0.37,0.99,1021,2,0,1,14,0,Fraud,Transaction of ₹59594 from card 4000899050168462 at 16:00   and multiple logins detected. Marked as Fraud.,4000899050168462 | T100861 | 59594 | 2 | 16:00 | 0.37 | 0.99 | 1021 | 2 | 0 | 1 | 14 | 0
4000825278160363,T100862,81417,3,12:30,0.9,0.03,550,1,0,0,13,0,Fraud,Transaction of ₹81417 from card 4000825278160363 at 12:30   . Marked as Fraud.,4000825278160363 | T100862 | 81417 | 3 | 12:30 | 0.9 | 0.03 | 550 | 1 | 0 | 0 | 13 | 0
4000432952097715,T100863,65315,5,20:15,0.81,0.6,902,1,0,0,2,1,Fraud,Transaction of ₹65315 from card 4000432952097715 at 20:15  with unusual spending . Marked as Fraud.,4000432952097715 | T100863 | 65315 | 5 | 20:15 | 0.81 | 0.6 | 902 | 1 | 0 | 0 | 2 | 1
4000806341914182,T100864,78687,5,02:15,0.98,0.66,1965,4,0,0,4,0,Fraud,Transaction of ₹78687 from card 4000806341914182 at 02:15   . Marked as Fraud.,4000806341914182 | T100864 | 78687 | 5 | 02:15 | 0.98 | 0.66 | 1965 | 4 | 0 | 0 | 4 | 0
4000134205232011,T100865,7049,1,12:30,0.75,0.69,1099,1,0,0,6,0,Not Fraud,Transaction of ₹7049 from card 4000134205232011 at 12:30   . Marked as Not Fraud.,4000134205232011 | T100865 | 7049 | 1 | 12:30 | 0.75 | 0.69 | 1099 | 1 | 0 | 0 | 6 | 0
4000569876368241,T100866,55493,8,20:15,0.39,0.12,1678,1,0,0,4,1,Fraud,Transaction of ₹55493 from card 4000569876368241 at 20:15  with unusual spending . Marked as Fraud.,4000569876368241 | T100866 | 55493 | 8 | 20:15 | 0.39 | 0.12 | 1678 | 1 | 0 | 0 | 4 | 1
4000218910883301,T100867,73653,12,23:50,0.59,0.94,834,0,0,1,9,0,Fraud,Transaction of ₹73653 from card 4000218910883301 at 23:50   and multiple logins detected. Marked as Fraud.,4000218910883301 | T100867 | 73653 | 12 | 23:50 | 0.59 | 0.94 | 834 | 0 | 0 | 1 | 9 | 0
4000883789736548,T100868,7041,4,23:50,0.66,0.18,1192,4,0,0,4,0,Not Fraud,Transaction of ₹7041 from card 4000883789736548 at 23:50   . Marked as Not Fraud.,4000883789736548 | T100868 | 7041 | 4 | 23:50 | 0.66 | 0.18 | 1192 | 4 | 0 | 0 | 4 | 0
4000589238439747,T100869,26034,13,02:15,0.08,0.62,771,4,0,0,6,0,Not Fraud,Transaction of ₹26034 from card 4000589238439747 at 02:15   . Marked as Not Fraud.,4000589238439747 | T100869 | 26034 | 13 | 02:15 | 0.08 | 0.62 | 771 | 4 | 0 | 0 | 6 | 0
4000452534310748,T100870,23486,15,08:45,0.54,0.22,1527,1,0,1,6,0,Fraud,Transaction of ₹23486 from card 4000452534310748 at 08:45   and multiple logins detected. Marked as Fraud.,4000452534310748 | T100870 | 23486 | 15 | 08:45 | 0.54 | 0.22 | 1527 | 1 | 0 | 1 | 6 | 0
4000261526407509,T100871,61986,11,00:30,0.71,0.31,1909,1,0,1,10,0,Fraud,Transaction of ₹61986 from card 4000261526407509 at 00:30   and multiple logins detected. Marked as Fraud.,4000261526407509 | T100871 | 61986 | 11 | 00:30 | 0.71 | 0.31 | 1909 | 1 | 0 | 1 | 10 | 0
4000237721056529,T100872,75845,10,00:30,0.17,0.55,1379,1,0,0,11,0,Fraud,Transaction of ₹75845 from card 4000237721056529 at 00:30   . Marked as Fraud.,4000237721056529 | T100872 | 75845 | 10 | 00:30 | 0.17 | 0.55 | 1379 | 1 | 0 | 0 | 11 | 0
4000784080984782,T100873,83351,3,12:30,0.78,0.42,1249,2,0,1,10,0,Fraud,Transaction of ₹83351 from card 4000784080984782 at 12:30   and multiple logins detected. Marked as Fraud.,4000784080984782 | T100873 | 83351 | 3 | 12:30 | 0.78 | 0.42 | 1249 | 2 | 0 | 1 | 10 | 0
4000742669170937,T100874,94556,14,20:15,0.58,0.16,1688,3,0,0,1,0,Fraud,Transaction of ₹94556 from card 4000742669170937 at 20:15   . Marked as Fraud.,4000742669170937 | T100874 | 94556 | 14 | 20:15 | 0.58 | 0.16 | 1688 | 3 | 0 | 0 | 1 | 0
4000884039220820,T100875,53513,16,00:30,0.95,0.17,1555,2,0,0,8,0,Fraud,Transaction of ₹53513 from card 4000884039220820 at 00:30   . Marked as Fraud.,4000884039220820 | T100875 | 53513 | 16 | 00:30 | 0.95 | 0.17 | 1555 | 2 | 0 | 0 | 8 | 0
4000518008488562,T100876,56900,10,20:15,0.04,0.42,146,4,0,0,12,1,Fraud,Transaction of ₹56900 from card 4000518008488562 at 20:15  with unusual spending . Marked as Fraud.,4000518008488562 | T100876 | 56900 | 10 | 20:15 | 0.04 | 0.42 | 146 | 4 | 0 | 0 | 12 | 1
4000757106922666,T100877,97339,10,20:15,0.27,0.76,1984,0,0,0,3,0,Fraud,Transaction of ₹97339 from card 4000757106922666 at 20:15   . Marked as Fraud.,4000757106922666 | T100877 | 97339 | 10 | 20:15 | 0.27 | 0.76 | 1984 | 0 | 0 | 0 | 3 | 0
4000424401271462,T100878,42418,12,12:30,0.6,0.9,1265,3,0,0,13,0,Fraud,Transaction of ₹42418 from card 4000424401271462 at 12:30   . Marked as Fraud.,4000424401271462 | T100878 | 42418 | 12 | 12:30 | 0.6 | 0.9 | 1265 | 3 | 0 | 0 | 13 | 0
4000655999474067,T100879,70273,9,12:30,0.3,0.08,1908,0,0,0,6,0,Fraud,Transaction of ₹70273 from card 4000655999474067 at 12:30   . Marked as Fraud.,4000655999474067 | T100879 | 70273 | 9 | 12:30 | 0.3 | 0.08 | 1908 | 0 | 0 | 0 | 6 | 0
4000575046690837,T100880,70490,1,12:30,0.71,0.39,893,4,0,0,3,1,Fraud,Transaction of ₹70490 from card 4000575046690837 at 12:30  with unusual spending . Marked as Fraud.,4000575046690837 | T100880 | 70490 | 1 | 12:30 | 0.71 | 0.39 | 893 | 4 | 0 | 0 | 3 | 1
4000972304329325,T100881,52429,5,00:30,0.76,0.1,344,4,0,0,11,0,Fraud,Transaction of ₹52429 from card 4000972304329325 at 00:30   . Marked as Fraud.,4000972304329325 | T100881 | 52429 | 5 | 00:30 | 0.76 | 0.1 | 344 | 4 | 0 | 0 | 11 | 0
4000227568171232,T100882,43188,8,23:50,0.1,0.02,1773,0,0,0,2,0,Not Fraud,Transaction of ₹43188 from card 4000227568171232 at 23:50   . Marked as Not Fraud.,4000227568171232 | T100882 | 43188 | 8 | 23:50 | 0.1 | 0.02 | 1773 | 0 | 0 | 0 | 2 | 0
4000820922255341,T100883,39911,11,12:30,0.51,0.66,1059,0,1,0,5,1,Fraud,Transaction of ₹39911 from card 4000820922255341 at 12:30 from high-risk country with unusual spending . Marked as Fraud.,4000820922255341 | T100883 | 39911 | 11 | 12:30 | 0.51 | 0.66 | 1059 | 0 | 1 | 0 | 5 | 1
4000708893058523,T100884,55579,12,00:30,0.51,0.6,702,0,0,0,14,0,Fraud,Transaction of ₹55579 from card 4000708893058523 at 00:30   . Marked as Fraud.,4000708893058523 | T100884 | 55579 | 12 | 00:30 | 0.51 | 0.6 | 702 | 0 | 0 | 0 | 14 | 0
4000573369919587,T100885,85492,1,12:30,0.37,0.16,1,4,0,0,1,1,Fraud,Transaction of ₹85492 from card 4000573369919587 at 12:30  with unusual spending . Marked as Fraud.,4000573369919587 | T100885 | 85492 | 1 | 12:30 | 0.37 | 0.16 | 1 | 4 | 0 | 0 | 1 | 1
4000551952938516,T100886,87469,11,16:00,0.93,0.23,153,1,1,0,9,0,Fraud,Transaction of ₹87469 from card 4000551952938516 at 16:00 from high-risk country  . Marked as Fraud.,4000551952938516 | T100886 | 87469 | 11 | 16:00 | 0.93 | 0.23 | 153 | 1 | 1 | 0 | 9 | 0
